#春秋音義所音專有名詞中古音轉寫
word	middle_chinese_baxter_translation
子貉	貉<maek>
妲己	妲<tat>己<kiX>
褒姒	姒<ziX>
驪姬	孋<lje>
麗姬	麗<lje>
上黨銅鞮縣	鞮<tej>
魏戊	戊<muwH>
太原榆次縣	次<tsijH,tshijH>
樂霄	霄<sjew>
趙朝	朝<trjew>
成鱄	鱄<tsywen,dzywenX>
成𩹲	𩹲<bjuH>
鬷蔑	鬷<tsuwng>
楊食我	食<ziH>
叔向	向<xjangX>
夏姬	夏<haeX>
樂正后夔	夔<gwij>
有窮后羿	羿<ngejH>
共子	共<kjowng>
梗陽	梗<kaengX>
太原盂縣	盂<hju>
知徐吾	知<trjeH>
僚安	僚<lew>
閻沒	閻<yem>
鬷川	鬷<tsuwng>
鬷夷氏	鬷<tsuwng>
有夏孔甲	夏<haeX>
少康	少<syewH>
句芒	句<kuw>
少暤氏	少<syewH>暤<hawX>
顓頊氏	顓<tsywen>頊<xjowk>
共工氏	共<kjowng>
大暤	大<thajH>
汝濱	濱<pjin>
中行荀吳	行<hang>
召伯盈	召<dzyewH>
豢龍氏	豢<hwaenH>
飂叔安	飂<ljuwH>
玄冥	冥<meng>
烈山氏	烈<ljet>
被廬	被<bjeH>廬<ljo>
朝歌	朝<trjew>
重	重<drjowng>
犁	犁<lej>
句龍	句<kuw>
蓐收	蓐<nyowk>
晉侯去疾	去<khjoX>
晉頃公	頃<khjwieng>
子蟜	蟜<kjewX>
印段	印<’jinH>
監馬尹大心	監<kaem>
莠尹然	莠<yuwX>
大王	大<thajH>
伍員	員<hjun>
晉荀躒	躒<lek>
適歷	適<tek>
濫	濫<lam,lamH>
童丘	童<drjowng>
重丘	重<drjowng>
東海昌慮縣	慮<ljo,ljoH>
右司馬稽	稽<khejX,kej>
知伯	知<trjeH>
鄭國參	參<tshom>
衛彪傒	彪<pjiw>傒<hej>
宋仲幾	幾<kj+j>
煬宮	煬<yangH>
煬公	煬<yangH>
原壽過	過<kwa>
下邳縣	邳<bij>
仲虺	虺<xjw+jX>
周萇弘	萇<drjang>
周鞏簡公	鞏<kjowngX>
壞隤	壞<hweaj,hweajH>隤<dwoj>
榮鴐鵞	駕<kae>鵞<nga>
兩觀	觀<kwanH>
囊瓦	囊<nang>
夷射姑	射<yek,yaeH>
邾子穿	穿<tsyhwen>
肅爽	肅<sjuwk,srjuwk>爽<srjang>
齊國夏	夏<haeX>
召陵	召<dzyewH>
蔡公孫生	生<srjaeng>
蔡公孫姓	姓<srjaeng>
皋鼬	鼬<yuwH>
召伯成	成<dzyeng>
劉卷	卷<gjwen,kjwenX>
劉蚠	蚠<bjunX>
衛孔圉	圉<ngjoX>
祝佗	佗<da>
大祝子魚	大<thajH>
大卜	大<thajH>
大史	大<thajH>
大原晉陽	大<thajH>
夏后氏	夏<haeX>
封父	父<pjuX>
武父	父<pjuX>
繁弱	繁<bjon>
少暤虛	少<syewH>暤<hawX>虛<khjo>
少暤之虛	少<syewH>暤<hawX>虛<khjo>
綪茷	綪<tshenH>茷<bajH,bjojH>
陶氏	陶<daw>
繁氏	繁<ba>
錡氏	錡<ngjeX>
聃季	聃<nam>
闕鞏	鞏<kjowngX>
沽洗	沽<ku>洗<senX>
蔡叔	蔡<tshajH>
齊潘	潘<phan>
宋王臣	王<hjwang>
宋壬臣	壬<nyim>
兹丕公 	丕<phij>
黃父	父<pjuX>
伍員	員<hjun>
伯州犁	犁<lej>
璜	璜<hwang>
索氏	索<sak>
尾勺氏	勺<dzyak>
長勺氏	勺<dzyak>
甫田	甫<puX>
圃田	圃<puX>
相土	相<sjangH>
殷虛	虛<khjo>
夏虛	虛<khjo>
晉重	重<drjowng>
鄭捷	捷<dzjep>
江夏	夏<haeX>
季羋	羋<mjieX>
畀我	畀<pjijH>
雎水	雎<tshjo>
鍼尹固	鍼<tsyim>
吳句卑	句<kuw>
雲夢	夢<mjuwngH,muwng>
蔓成然	蔓<mjonH>
大隧	隧<zwijH>
冥阨	冥<meng>阨<’eaH>
寘阨	寘<tsyeH>阨<’eaH>
冥隘	冥<meng>隘<’eaH>
寘隘	寘<tsyeH>隘<’eaH>
雍澨	澨<dzyejH>
申包胥	包<paew>
璵璠	璵<yo>璠<bjon,pjon>
與璠	與<yo>璠<bjon,pjon>
公山不狃	狃<nrjuwX>
子洩	洩<sjet>
薳射	射<zyek,zyaeH>
堂谿氏	谿<khej>
公壻之溪	谿<khej>
闉輿罷	闉<’jin>輿<yo>罷<bje>
闉與罷	闉<’jin>與<yoX>罷<bje>
葉公諸梁	葉<syep>
公父文伯	父<pjuX>
公何藐	藐<maewk,mjiewX>
公父歜	歜<tsyhowk>
秦遄	遄<dzywen>
成臼	臼<gjuwX>
臼水	臼<gjuwX>
聊屈山	屈<gjut,kjut>
藍尹亹	藍<lam>亹<mj+jX>
脾洩	脾<bjie>洩<sjet>
宋行人樂祁犁	犁<lej,lij>
周儋翩	儋<tam>翩<phjien>
豚澤	豚<dwon>
大姒	大<thajH>姒<ziX>
終纍	纍<lwij,lwijX>
夫差	夫<bju>差<tsrhea>
小帷子	帷<hwij>
小惟子	惟<ywij>
亳社	亳<bak>
五父之衢	父<pjuX>衢<gju>
姑蕕	蕕<yuw,yuwH>
沙亭	沙<srae,swa>
涉佗	佗<da>
公斂處父	斂<ljemX,ljem,ljemX>
成宰公斂陽	斂<ljemX,ljem,ljemX>
苫荑	苫<syem>
黨氏	黨<tsyangX>
皋鼬	鼬<yuwH>
齊國夏	夏<haeX>
瓦亭	瓦<ngwaeX>
東郡燕縣	燕<’en>
侯柳	柳<ljuwX>
曲濮	濮<puwk>
封父	父<pjuX>
子鉏	鉏<dzrjo>
單子	單<dzyenX>
儋翩	儋<tam>翩<phjien>
大行	大<thajH>行<hang,haeng>
廩丘	廩<limX>
僑如	僑<gjew>
剸澤	剸<tsywen,dzywenX>
鄟澤	鄟<tsywen,dzywenX>
甎澤	甎<tsywen,dzywenX>
涉佗	佗<da>
苫越	苫<syem>
苫夷	苫<syem>
中行文子	行<hang>
監帥	監<kaem>
監師	監<kaem>
季寤	寤<nguH>
公山不狃	狃<nrjuwX>
蒲圃	圃<puX>
州仇	仇<gjuw>
讙	讙<xwan>
鄧析	析<sek>
鄭駟歂	歂<dzywen>
鄭伯蠆	蠆<trhaejH>
向巢	向<syangH>
向戌	向<syangH>
邶風	邶<bwojH>
竿旄	竿<kan>旄<maw>
鄘風	鄘<yowng>
召伯	召<dzyewH>
萊門	萊<loj>
蔥靈	蔥<tsrhaewng,tshuwng>
犁彌	犁<lej>
衛褚師圃	褚<trjoX>
夾谷	夾<keap,kep>谷<kuwk>
頰谷	頰<keap,kep>谷<kuwk>
汶陽	汶<mjunH>
仲佗	佗<da>
石彄	彄<khuw>
向魋	魋<dwoj>
兹無還	還<zjwen>
邯鄲午	邯<han>鄲<tan>
涉佗	佗<da>
涉沱	沱<da>
公若藐	藐<maewk,mjiewX>
蘧富獵	蘧<gjo>獵<ljep>
褚師段	褚<trjoX>
叔還	還<zjwen>
衛公孟彄	彄<khuw>
孟縶	縶<trip>
滑羅	滑<hweat>
申句須	句<gju>
樂頎	頎<gj+j>
垂葭	葭<kae>
蛇淵囿	囿<hjuwH>
比蒲	比<bjij>
士吉射	射<zyek,zyaeH>
朝歌	朝<trjew>
郹氏	郹<kwek>
邴意兹	邴<pjaengH,pjaengX>
中行氏	行<hang>
知文子	知<trjeH>
魏舒孫萬多	曼<mjonH>
荀躒	躒<lek>
史鰌	鰌<tshjuw>
宋朝	朝<trjew>
趙黶	黶<’eamX>
陳公孫佗人	佗<tha,da>
頓子牂	牂<tsang>
檇李	檇<tswijH>
魏郡黎陽縣	黎<lej>
洮	洮<thaw>
魏世子蒯聵	蒯<khweajH>聵<ngweajH>
比蒲	比<bjij>
莒父	父<pjuX>
知文子	知<trjeH>
闔廬	闔<hap>
夫差	夫<bju>
析成鮒	鮒<bjuH>
小王桃甲	桃<daw>
小王姚甲	姚<daw>
戲陽速	戲<xje>
籍父	父<pjoX>
渠蒢	蒢<drjo>
渠荼	荼<drjo>
子齹	齹<dza>
蘧挐	蘧<gjo>挐<nrjo,nrae>
夫椒	夫<bju>椒<tsjew>
夫𣒏	夫<bju>𣒏<tsjew>
檇李	檇<tswijH>
大湖中椒山	大<thajH>椒<tsjew>
大湖中𣒏山	大<thajH>𣒏<tsjew>
會稽山	會<kwajH>稽<kej>
大夫種	種<tsyowngX>
大宰嚭	大<thajH>嚭<phijX>
伍員	員<hjun>
過澆	過<kwa>澆<ngewH,ngawH>
斟灌	斟<tsyim>灌<kwanH>
斟鄩	斟<tsyim>鄩<zim>
寒浞子	浞<dzraewk>
寒促子	促<dzraewk>
夏后相	夏<haeX>相<sjangH>
后緡	緍<min>
少康	少<syewH>
庖正	庖<baew>
二姚	姚<yew>
有鬲氏	鬲<keak>
女艾	女<nrjoX,nyoX>艾<ngajH>
季杼	杼<drjoX>
后杼	杼<drjoX>
豷國	豷<xijH>
邯鄲	邯<han>鄲<tan>
逢滑	滑<hweat>
衛孔圉	圉<ngjoX>
孔烝鉏	烝<tsying>鉏<dzrjo>
句繹	句<kuw>繹<yek>
子般	般<paen>
周書作雒篇	雒<lak>
志父	父<pjuX>
郵無恤	郵<hjuw>
傅傁	傁<suwX>
知氏	知<trjeH>
蠭旗	蠭<phjowng>
公孫尨	尨<maewng>
吳洩庸	洩<sjet>
衛石曼姑	曼<mjonH>
宋樂髡	髡<khwon>
司鐸	鐸<dak>
南宮閱	閱<ywet>
富父槐	父<pjuX>槐<hweaj>
富父終生	父<pjuX>
南孺子	孺<nyuH>
共劉	共<kjowng>
公孫姓	姓<srjaeng,sjengH>
公孫生	生<srjaeng,sjengH>
亳社	亳<bak>
滕頃公	頃<khjwieng>
公孫翩	翩<phjien>
文之鍇	鍇<kheajX,keaj,kheajX>
公孫盱	盱<xju>
左司馬𦙀	𦙀<phaenX,phaen>
左司馬眅	眅<phaenX,phaen>
葉公諸梁	葉<syep>
負函	函<heam>
鄫關	繒<dzing>
單浮餘	單<dzyenX>
陸渾	渾<hwon>
析縣	析<sek>
菟和山	菟<du>
監尹	監<kaem>
少習	少<syewH,syewX>
衛甯跪	跪<gjweX>
逆畤	畤<tsyiX>
齊侯杵臼	杵<tsyhoX>臼<gjuwH>
張柳朔	柳<ljuwX>
燕姬	燕<’en>
鬻姒	鬻<yuwk>姒<ziX>
公子黔	黔<gjem,gim>
公子鉏	鉏<dzrjo>
邾瑕	瑕<hae>
任城亢父縣	任<nyim>亢<khangH,kang>父<pjuX>
瑕婁城	瑕<hae>
楚子軫	軫<tsyinX>
楚子珍 	珍<tsyinX>
城父	父<pjuX>
鮑牧	牧<mjuwk>
晏圉	圉<ngjoX>
大冥	冥<meng>
周大史	大<thajH>
夏書	夏<haeX>
南郭且于	且<tsjo>
闞止	闞<khamH>
差車鮑點	差<srje>點<tsyem,temX>
江說	說<ywet>
句竇之丘	句<kuw>竇<duwH>
駘人	駘<thoj,doj>
殳冒淳	殳<dzyu>冒<mawH>淳<dzywin>
宋皇瑗	瑗<hjwenH>
琅邪繒縣	繒<dzing>
琅邪鄫縣	鄫<dzing>
鄫衍	鄫<dzing>
大伯	大<thajH>
周大王	大<thajH>
鄒縣	鄒<tsrjuw>
曹叔振鐸	鐸<dak>
公孫彊	彊<gjang>
輯丘	揖<dzip,’jip>
褚師	褚<trjoX>
杞伯過	過<kwa>
公山不狃	狃<nrjuwX>
子泄	泄<sjet>
子洩	洩<sjet>
澹臺子羽	澹<dam>
析朱鉏	析<sek>
萊門	萊<loj>
季魴侯	魴<bjang>
雍丘縣	雍<’jowngX>
公孟綽	綽<tsyhak>
鄭武子賸	賸<yingH>
郟張	郟<keap,keap>
邗江	邗<han>
射陽湖	射<zyek,yek>
需	需<sju>
衛公孟彄	彄<khuw>
郯子	郯<dam>
轅城	轅<hjwon,hjwenH>
隰陰縣	隰<zip>
濕陰縣	濕<zip>
吳王壽夢	夢<muwng>
陳轅頗	頗<phaX,pha>
艾陵	艾<ngajH>
高無㔻	丕<phij>
黨氏之溝	黨<tsyangX>
黨氏溝	黨<tsyangX>
孟孺子洩	孺<nyuH>
武伯彘	彘<drjejH>
邴洩	邴<pjaengX,pjaengH>
管周父	父<pjuX>
雩門	雩<hju>
陳瓘	瓘<kwanH>
汪錡	汪<’wang>錡<ngjeX>
轅咺	咺<xjwonX>
公孫夏	夏<haeX>
虞殯	殯<pjinH>
陳子行	行<haeng,hang>
公孫揮	揮<xjw+j>
盤庚	盤<ban>
屬鏤	屬<duwk>鏤<lju,luw>
宋子朝	朝<trjew>
孔姞	姞<git,gjit>
宋向魋	魋<dwoj>
少禘	少<syewH>禘<dejH>
晉悼公子憖	憖<nginH>
晉悼公子整	整<tsyengX>
夏戊	夏<haeX>戊<muwH>
橐皋	橐<tsyaeH,thak>
淮南逡遒縣	逡<swinH,tshwin>遒<dzjuw,zwin>
發繇	繇<yew>
吳行人且姚	且<tsjo>
彌作	彌<mjie,mjieX>
頃丘：苦潁反又音傾。	頃<khjwiengX,khjwieng>
玉暢	暢<trhjangH>
壬暢	暢<trhjangH>
王暢	暢<trhjangH>
許男成	成<dzyeng>
陳夏區夫	夏<haeX>區<’uw>
成讙	讙<xwan>
郜延	郜<kawH,kowk>
單平公	單<dzyenX>
謳陽	謳<’uw>
姑蔑	蔑<met>
大末	大<thajH,that>
大伯	大<thajH>
戶牖	牖<yuwX>
小邾射	射<yek>
句繹	句<kuw>繹<yek>
陳宗豎	豎<dzyuX>
向魋	向<syangH>魋<dwoj>
莒子狂	狂<gjwangH>
晉趙鞅	鞅<’jangX>
鉏商	鉏<dzrjo>
闞止	闞<khamH>
廩丘子鑿兹	廩<limX>
芒子盈	芒<mjang>
檀臺	檀<dan>
大史子餘	大<thajH>
弇中	弇<’jemX,’jem>
雍門	雍<’jowngH>
子頎	頎<gj+j>
夏后氏	夏<haeX>
阬氏	阬<khaeng,kang>
輿城	輿<yo>
孟孺子洩	洩<sjet>
高無㔻	㔻<phij>
衛公孟彄	彄<khuw>
芋尹蓋	芋<hjuH>
齊陳瓘	瓘<kwanH>
晉冠氏	冠<kwan,kwanH>
大子蒯聵	蒯<khweajH>聵<ngweajH>
孔悝	悝<khwoj>
渾良夫	渾<hwon>
欒寧	欒<lwan>
召獲	召<dzyewH>
盂黶	盂<hju>黶<’eamX>
司徒瞞成	瞞<man>
褚師比	褚<trjoX>
褚師聲子	褚<trjoX>
衛子還成	還<zjwen>
鄢武子	鄢<’jonX>
衛大夫肸	肸<xit>
單平公	單<dzyenX>
尼父	父<pjuX>
西圃	圃<puX>
許公爲	爲<hjwe>
城父	父<pjuX>
華氏	華<hwaeH>
葉公	葉<syep>
熊宜僚	熊<hjuwng>
熊相宜僚	熊<hjuwng>相<sjangH>
箴尹固	箴<tsyim>
王孫燕	燕<’en,’enH>
頯黃	頯<gwij,gwij>
大叔僖子	大<thajH>
大叔遺	大<thajH>
齊國觀	觀<kwanH>
陳瓘	瓘<kwanH>
公孫朝	朝<trjew>
鶉火	鶉<dzywin>
濮陽城	濮<puwk>
叔向	向<xjangX>
般師	般<paen>
己氏	己<kiX>
巳氏	巳<ziX>
平公敬	敬<kjaengH>
平公驁	驁<ngawH,ngaw>
東莞蒙陰縣	莞<kwan>
鄫衍	衍<yenX>
衛石魋	魋<dwoj>
石曼姑	曼<mjonH>
宋皇瑗	瑗<hjwenH>
酁般	酁<dzream>
杞姒	姒<ziX>
皇緩	緩<hwanX>
薳固	薳<hjweX>
廩丘	廩<limX>
艾縣	艾<ngajH>
諸夏	夏<haeX>
句踐	句<kuw>
勾踐	勾<kuw>
晉史黯	黯<’eamX>
甬東	甬<yowngX>
會稽句章縣	會<kwajH>稽<kej>句<kjuH,kju>
知伯襄子	知<trjeH>
犁丘	犁<lej>
顏涿聚	涿<traewk>
汶陽	汶<mjunH>
萊章	萊<loj>
晉大史	大<thajH>
宗人釁夏	釁<xinH>夏<haeX>
適郢	郢<yengX>
大宰嚭	嚭<phijX>
褚師聲子	褚<trjoX>
公文要	要<’jiew>
夏丁氏	夏<haeX>
大叔疾	大<thajH>
拳彌	拳<gjwen>
鄄子士	鄄<kjwienH>
城鉏	鉏<dzrjo>
祝史揮	揮<xjw+j>
五梧	梧<ngu>
郭重	重<drjowng,drjowngH>
宋樂茷	茷<bjojH>
公子黚	黚<khjem>
樂溷	溷<hwon,hwonH>
樂朱鉏	鉏<dzrjo>
樂輓	輓<mjonX>
連中	連<ljen,ljenX>
沃宮	沃<’owk>
少寢	少<syewH>
大宮	大<thajH>
唐盂	盂<hju>
子潞	潞<luH>
甯武子	甯<nengH>
宛濮	宛<’jwonX>濮<puwk>
駘上	駘<thoj,doj>
駟歂	歂<dzywen>
顏涿聚	涿<traewk>
濟陰	濟<tsejX>
國參	參<tshom>
中行文子	行<hang>
孟氏之衢	衢<gju>
公孫有陘氏	陘<heng>
桔柣之門	桔<het>柣<det>
酅魁壘	酅<hwej>魁<khwoj>壘<lwijX>
汲郡汲縣	汲<kip>
繫辭	繫<hejH>
殤叔	殤<syang>
大歲	大<thajH>
周赧王	赧<nraenX>
齊涽王	涽<minX,min>
邾儀父	父<pjuX>
紀公之甗	甗<ngjenX,ngjon,甗<ngjenH>
洞澤	洞<duwngH,duwng>
泂澤	泂<kweng,hweng,hwengX>
熒澤	熒<hweng>
殷仲壬	壬<nyim>
大甲	大<thajH>
